"AllocatedMemoryInMb","AppAndRoleApplication","AppAndRoleBizTalkServer","AppAndRoleExchangeServer","AppAndRoleFeature","AppAndRoleOtherDatabase","AppAndRoleSharePointServer","AppAndRoleSqlServer","AppAndRoleSystemCenter","AppAndRoleWebApplication","BiosGuid","BiosSerialNumber","ChangeTrackingEnabled","ChangeTrackingSupported","CreatedTimestamp","DataCenterScope","DependencyMapping","DependencyMappingStartTime","Description","Disk","DisplayName","Error","Firmware","GuestDetailsDiscoveryTimestamp","GuestOSDetailOsname","GuestOSDetailOstype","GuestOSDetailOsversion","HostInMaintenanceMode","HostName","HostPowerState","HostVersion","Id","InstanceUuid","IsDeleted","IsGuestDetailsDiscoveryInProgress","MaxSnapshot","Name","NetworkAdapter","NumberOfApplication","NumberOfProcessorCore","OperatingSystemDetailOSName","OperatingSystemDetailOSType","OperatingSystemDetailOSVersion","PowerStatus","Type","UpdatedTimestamp","VCenterFqdn","VCenterId","VMConfigurationFileLocation","VMFqdn","VMwareToolsStatus"
"10240",,,,,,,,,,"42154c49-d5d2-5610-edb4-f428b6502ccb","42154c49-d5d2-5610-edb4-f428b6502ccb","False","True","2025-02-11T20:34:25.1261865Z","DC01 (Atlanta)","Disabled",,"","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareDisk[]","HICV-VDI-00300","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","bios","2/20/2025 11:56:53 AM","Microsoft Windows 10 Enterprise","Windows","10.0.19045","False","hicp7198.olcc.lan","poweredOn","7.0.3","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/machines/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_50159ebd-83f0-4edb-2264-1dbe1314d742","50159ebd-83f0-4edb-2264-1dbe1314d742","False","False","-1","dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_50159ebd-83f0-4edb-2264-1dbe1314d742","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareNetworkAdapter[]","791","4","Microsoft Windows 10 (64-bit)","windowsGuest",,"ON","Microsoft.OffAzure/VMwareSites/machines","2025-02-20T11:56:53.2558145Z","dc01-vcsa-01.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/vcenters/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c","[Citrix_VDI_B] HICV-VDI-00300/HICV-VDI-00300.vmx","HICV-VDI-00300.olcc.lan","OK"
"10240",,,,,,,,,,"42152434-7e51-34ba-47a3-8c863ecb7ae5","42152434-7e51-34ba-47a3-8c863ecb7ae5","False","True","2025-02-11T20:34:25.5011981Z","DC01 (Atlanta)","Disabled",,"","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareDisk[]","HICV-VDI-00516","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","bios","2/20/2025 11:57:34 AM","Microsoft Windows 10 Enterprise","Windows","10.0.19045","False","hicp7191.olcc.lan","poweredOn","7.0.3","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/machines/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_5015c65a-c215-5a9c-389f-2decd9b227fc","5015c65a-c215-5a9c-389f-2decd9b227fc","False","False","-1","dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_5015c65a-c215-5a9c-389f-2decd9b227fc","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareNetworkAdapter[]","791","4","Microsoft Windows 10 (64-bit)","windowsGuest",,"ON","Microsoft.OffAzure/VMwareSites/machines","2025-02-20T15:46:33.7243517Z","dc01-vcsa-01.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/vcenters/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c","[Citrix_VDI_B] HICV-VDI-00516/HICV-VDI-00516.vmx","HICV-VDI-00516.olcc.lan","OK"
"10240",,,,,,,,,,"421546fa-3367-ce86-b03a-9665fefa6f19","421546fa-3367-ce86-b03a-9665fefa6f19","False","True","2025-02-11T20:34:25.8762058Z","DC01 (Atlanta)","Disabled",,"","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareDisk[]","HICV-VDI-00194","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","bios","2/20/2025 11:58:51 AM","Microsoft Windows 10 Enterprise","Windows","10.0.19045","False","hicp7202.olcc.lan","poweredOn","7.0.3","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/machines/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_50159255-82e0-5853-df4f-d07a4359f5cf","50159255-82e0-5853-df4f-d07a4359f5cf","False","False","-1","dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_50159255-82e0-5853-df4f-d07a4359f5cf","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareNetworkAdapter[]","791","4","Microsoft Windows 10 (64-bit)","windowsGuest",,"ON","Microsoft.OffAzure/VMwareSites/machines","2025-02-20T11:58:51.5010372Z","dc01-vcsa-01.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/vcenters/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c","[Citrix_VDI_B] HICV-VDI-00194/HICV-VDI-00194.vmx","HICV-VDI-00194.olcc.lan","OK"
"10240",,,,,,,,,,"421521cf-a238-9736-ace5-854de52ab2c2","421521cf-a238-9736-ace5-854de52ab2c2","False","True","2025-02-11T20:34:26.2512177Z","DC01 (Atlanta)","Disabled",,"","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareDisk[]","HICV-VDI-00272","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","bios","2/20/2025 11:55:39 AM","Microsoft Windows 10 Enterprise","Windows","10.0.19045","False","hicp7197.olcc.lan","poweredOn","7.0.3","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/machines/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_5015ff64-1b9b-7f8c-ff39-a55e8bd2b863","5015ff64-1b9b-7f8c-ff39-a55e8bd2b863","False","False","-1","dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_5015ff64-1b9b-7f8c-ff39-a55e8bd2b863","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareNetworkAdapter[]","791","4","Microsoft Windows 10 (64-bit)","windowsGuest",,"ON","Microsoft.OffAzure/VMwareSites/machines","2025-02-20T12:16:58.7847493Z","dc01-vcsa-01.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/vcenters/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c","[Citrix_VDI_B] HICV-VDI-00272/HICV-VDI-00272.vmx","HICV-VDI-00272.olcc.lan","OK"
"16384",,,,,,,,,,"421517c0-c801-3cb1-205d-7ec7b9faa60a","421517c0-c801-3cb1-205d-7ec7b9faa60a","True","True","2025-02-11T20:34:26.6261904Z","DC01 (Atlanta)","Disabled",,"","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareDisk[]","HICV-VPC11-027","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","efi","2/12/2025 2:28:37 PM",,,,"False","hicp7194.olcc.lan","poweredOn","7.0.3","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/machines/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_5015e019-bbe6-8a12-92f8-6765d7c5b02e","5015e019-bbe6-8a12-92f8-6765d7c5b02e","False","False","-1","dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_5015e019-bbe6-8a12-92f8-6765d7c5b02e","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareNetworkAdapter[]","-1","6","Microsoft Windows Server 2012 (64-bit)","windowsguest",,"OFF","Microsoft.OffAzure/VMwareSites/machines","2025-02-12T14:28:37.1398480Z","dc01-vcsa-01.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/vcenters/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c","[Citrix_1_to_1_A] HICV-VPC11-027/HICV-VPC11-027.vmx","HICV-VPC11-027.olcc.lan","NotRunning"
"10240",,,,,,,,,,"4215d189-1f87-af77-c7a1-115bdff8e907","4215d189-1f87-af77-c7a1-115bdff8e907","False","True","2025-02-11T20:34:27.0012300Z","DC01 (Atlanta)","Disabled",,"","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareDisk[]","HICV-VDI-00112","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","bios","2/20/2025 11:56:46 AM","Microsoft Windows 10 Enterprise","Windows","10.0.19045","False","hicp7202.olcc.lan","poweredOn","7.0.3","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/machines/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_5015869b-21f9-6a1f-6f3d-2a955c36cfe0","5015869b-21f9-6a1f-6f3d-2a955c36cfe0","False","False","-1","dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_5015869b-21f9-6a1f-6f3d-2a955c36cfe0","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareNetworkAdapter[]","791","4","Microsoft Windows 10 (64-bit)","windowsguest",,"OFF","Microsoft.OffAzure/VMwareSites/machines","2025-02-20T11:56:46.6620752Z","dc01-vcsa-01.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/vcenters/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c","[Citrix_VDI_B] HICV-VDI-00112/HICV-VDI-00112.vmx","","NotRunning"
"10240",,,,,,,,,,"4215bc86-bc3c-2df7-08cc-e69723523644","4215bc86-bc3c-2df7-08cc-e69723523644","False","True","2025-02-11T20:34:27.7512174Z","DC01 (Atlanta)","Disabled",,"","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareDisk[]","HICV-VDI-00363","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","bios","2/20/2025 11:58:45 AM","Microsoft Windows 10 Enterprise","Windows","10.0.19045","False","hicp7194.olcc.lan","poweredOn","7.0.3","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/machines/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_50154599-0924-c484-9a01-36292e776eaf","50154599-0924-c484-9a01-36292e776eaf","False","False","-1","dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_50154599-0924-c484-9a01-36292e776eaf","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareNetworkAdapter[]","791","4","Microsoft Windows 10 (64-bit)","windowsGuest",,"ON","Microsoft.OffAzure/VMwareSites/machines","2025-02-20T12:16:48.0348010Z","dc01-vcsa-01.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/vcenters/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c","[Citrix_VDI_A] HICV-VDI-00363/HICV-VDI-00363.vmx","HICV-VDI-00363.olcc.lan","OK"
"10240",,,,,,,,,,"4215e734-7077-4720-3342-59c02ca3c46e","4215e734-7077-4720-3342-59c02ca3c46e","False","True","2025-02-11T20:34:28.1261959Z","DC01 (Atlanta)","Disabled",,"","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareDisk[]","HICV-VDI-00572","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","bios","2/19/2025 12:45:41 PM","Microsoft Windows 10 Enterprise","Windows","10.0.19045","False","hicp7201.olcc.lan","poweredOn","7.0.3","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/machines/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_501559e0-e176-8345-4066-2bfd3d662809","501559e0-e176-8345-4066-2bfd3d662809","False","False","-1","dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_501559e0-e176-8345-4066-2bfd3d662809","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareNetworkAdapter[]","791","4","Microsoft Windows 10 (64-bit)","windowsGuest",,"ON","Microsoft.OffAzure/VMwareSites/machines","2025-02-20T04:31:39.3272461Z","dc01-vcsa-01.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/vcenters/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c","[Citrix_VDI_B] HICV-VDI-00572/HICV-VDI-00572.vmx","HICV-VDI-00572.olcc.lan","OK"
"10240",,,,,,,,,,"42152208-604b-560d-7a91-5f4648cc349f","42152208-604b-560d-7a91-5f4648cc349f","False","True","2025-02-11T20:34:28.5012092Z","DC01 (Atlanta)","Disabled",,"","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareDisk[]","HICV-VDI-00316","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","bios","2/20/2025 11:57:03 AM","Microsoft Windows 10 Enterprise","Windows","10.0.19045","False","hicp7197.olcc.lan","poweredOn","7.0.3","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/machines/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_5015a37a-606a-a80c-dc29-9fa6125260e3","5015a37a-606a-a80c-dc29-9fa6125260e3","False","False","-1","dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_5015a37a-606a-a80c-dc29-9fa6125260e3","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareNetworkAdapter[]","791","4","Microsoft Windows 10 (64-bit)","windowsGuest",,"ON","Microsoft.OffAzure/VMwareSites/machines","2025-02-20T11:57:03.0839305Z","dc01-vcsa-01.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/vcenters/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c","[Citrix_VDI_B] HICV-VDI-00316/HICV-VDI-00316.vmx","HICV-VDI-00316.olcc.lan","OK"
"10240",,,,,,,,,,"4215a89f-e7d2-7802-1926-519ee7dd8a85","4215a89f-e7d2-7802-1926-519ee7dd8a85","False","True","2025-02-11T20:34:28.8761992Z","DC01 (Atlanta)","Disabled",,"","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareDisk[]","HICV-VDI-00261","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","bios","2/20/2025 11:57:24 AM","Microsoft Windows 10 Enterprise","Windows","10.0.19045","False","hicp7195.olcc.lan","poweredOn","7.0.3","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/machines/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_50156840-51f5-6fb6-fa30-deadd1487411","50156840-51f5-6fb6-fa30-deadd1487411","False","False","-1","dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_50156840-51f5-6fb6-fa30-deadd1487411","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareNetworkAdapter[]","791","4","Microsoft Windows 10 (64-bit)","windowsGuest",,"ON","Microsoft.OffAzure/VMwareSites/machines","2025-02-20T11:57:24.6659200Z","dc01-vcsa-01.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/vcenters/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c","[Citrix_VDI_A] HICV-VDI-00261/HICV-VDI-00261.vmx","HICV-VDI-00261.olcc.lan","OK"
"8192",,,,,,,,,,"42159ae4-4f80-cb6b-0c27-3e368481d6e3","42159ae4-4f80-cb6b-0c27-3e368481d6e3","False","True","2025-02-11T20:34:29.2512097Z","DC01 (Atlanta)","Disabled",,"Published by Citrix Enterprise Layer Manager from the image template ""_HICV-VDI-InformaUAT-Test"".","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareDisk[]","_HICV-VDI-InformaUAT-Test-2024-10-25_10-43-07.243","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","bios","2/12/2025 2:29:04 PM",,,,"False","hicp7208.olcc.lan","poweredOn","7.0.3","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/machines/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_50153c10-5eb8-dcec-149e-6faaeb1b20e9","50153c10-5eb8-dcec-149e-6faaeb1b20e9","False","False","-1","dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_50153c10-5eb8-dcec-149e-6faaeb1b20e9","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareNetworkAdapter[]","-1","4","Microsoft Windows 10 (64-bit)","windowsguest",,"OFF","Microsoft.OffAzure/VMwareSites/machines","2025-02-12T14:29:04.8982473Z","dc01-vcsa-01.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/vcenters/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c","[Citrix_VDI_A] _HICV-VDI-InformaUAT-Test-2024-10-25_10-43-07.243/_HICV-VDI-InformaUAT-Test-2024-10-25_10-43-07.243.vmx","","NotInstalled"
"10240",,,,,,,,,,"42152462-80a7-ab2a-3d64-ba04c0208d1e","42152462-80a7-ab2a-3d64-ba04c0208d1e","False","True","2025-02-11T20:34:29.6262197Z","DC01 (Atlanta)","Disabled",,"","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareDisk[]","XD-VDI-A-002","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","bios","2/20/2025 11:58:01 AM","Microsoft Windows 10 Enterprise","Windows","10.0.19045","False","hicp7209.olcc.lan","poweredOn","7.0.3","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/machines/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_501518a2-2d96-44fe-5d74-bb1d1682ab40","501518a2-2d96-44fe-5d74-bb1d1682ab40","False","False","-1","dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_501518a2-2d96-44fe-5d74-bb1d1682ab40","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareNetworkAdapter[]","791","4","Microsoft Windows 10 (64-bit)","windowsguest",,"OFF","Microsoft.OffAzure/VMwareSites/machines","2025-02-20T11:58:01.3233249Z","dc01-vcsa-01.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/vcenters/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c","[Citrix_VDI_A] XD-VDI-A-002/XD-VDI-A-002.vmx","","NotRunning"
"10240",,,,,,,,,,"4215aa06-9920-aeb2-ec67-e2e006787d1f","4215aa06-9920-aeb2-ec67-e2e006787d1f","False","True","2025-02-11T20:34:30.0012010Z","DC01 (Atlanta)","Disabled",,"","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareDisk[]","HICV-VDI-00101","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","bios","2/20/2025 11:57:23 AM","Microsoft Windows 10 Enterprise","Windows","10.0.19045","False","hicp7201.olcc.lan","poweredOn","7.0.3","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/machines/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_501583c1-3354-9d7b-18cf-bb76fba563ab","501583c1-3354-9d7b-18cf-bb76fba563ab","False","False","-1","dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_501583c1-3354-9d7b-18cf-bb76fba563ab","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareNetworkAdapter[]","791","4","Microsoft Windows 10 (64-bit)","windowsGuest",,"ON","Microsoft.OffAzure/VMwareSites/machines","2025-02-20T12:46:30.8853487Z","dc01-vcsa-01.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/vcenters/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c","[Citrix_VDI_A] HICV-VDI-00101/HICV-VDI-00101.vmx","HICV-VDI-00101.olcc.lan","OK"
"10240",,,,,,,,,,"4215083c-c894-5f14-0c85-99befc3ab5a4","4215083c-c894-5f14-0c85-99befc3ab5a4","False","True","2025-02-11T20:34:30.3762307Z","DC01 (Atlanta)","Disabled",,"","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareDisk[]","HICV-VDI-00478","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IHealthErrorDetails[]","bios","2/20/2025 11:54:10 AM","Microsoft Windows 10 Enterprise","Windows","10.0.19045","False","hicp7204.olcc.lan","poweredOn","7.0.3","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/machines/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_501547b6-dec1-03ed-5a82-11fc6adb7b66","501547b6-dec1-03ed-5a82-11fc6adb7b66","False","False","-1","dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c_501547b6-dec1-03ed-5a82-11fc6adb7b66","Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.Api202001.IVMwareNetworkAdapter[]","792","4","Microsoft Windows 10 (64-bit)","windowsguest",,"OFF","Microsoft.OffAzure/VMwareSites/machines","2025-02-20T12:46:32.9009495Z","dc01-vcsa-01.olcc.lan","/subscriptions/bc602065-8f71-487b-9fa1-e872b4ce9a79/resourceGroups/rg-dcstratmig-prd-003/providers/Microsoft.OffAzure/VMwareSites/VMW-AZMIGVA21911site/vcenters/dc01-vcsa-01-olcc-lan-7c7bd3d2-7068-44d6-be57-42f5eff4396c","[Citrix_VDI_B] HICV-VDI-00478/HICV-VDI-00478.vmx","","NotRunning"
